statement,correctness,physics_entities
21. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its median value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
22. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its peak value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
23. The time constant is the time required for the charge or current in an RC circuit to fall to e of its initial value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY')]"
24. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its average value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
25. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its maximum value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
26. The time constant is the time needed for the charge or current in an RC circuit to fall to 1/e of its minimum value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
27. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its zero value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
28. The time constant is the time needed for the charge or current in an RC circuit to fall to 1/e of its null value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
29. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its nominal value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
30. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its baseline value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
31. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its nominal value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
32. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its threshold value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
33. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its reference value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
34. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its target value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
35. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its standard value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
36. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its typical value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
37. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its established value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
38. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its expected value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
39. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its calculated value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
40. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its measured value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
41. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its derived value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
42. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its projected value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
43. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its estimated value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
44. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its approximated value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
45. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its evaluated value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
46. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its determined value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
47. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its assessed value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
48. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its assigned value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
49. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its designated value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
50. The time constant is the time required for the charge or current in an RC circuit to fall to 1/e of its defined value.,incorrect,"[('time', 'PHYSICS_ENTITY'), ('time', 'PHYSICS_ENTITY'), ('/', 'PHYSICS_ENTITY')]"
Capacitance is the ability of a system to store charge per unit voltage.,correct,"[('Capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY')]"
1. The capacity of a system to store charge per unit voltage is known as capacitance.,correct,"[('capacity', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('capacitance', 'PHYSICS_ENTITY')]"
2. Capacitance measures a system's charge storage capability per unit voltage.,correct,"[('Capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY')]"
"3. The term ""capacitance"" is used to describe how much charge a system can store per unit voltage.",correct,"[('capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY')]"
4. A system's charge storage capacity per unit voltage is referred to as its capacitance.,correct,"[('A', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('capacity', 'PHYSICS_ENTITY'), ('capacitance', 'PHYSICS_ENTITY')]"
5. The term capacitance is the measure of a system's ability to store electric charge per unit of electric potential.,correct,"[('capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('potential', 'PHYSICS_ENTITY')]"
6. Capacitance is the quantity that describes how much electrical charge a system can hold for each volt of electrical potential difference.,correct,"[('Capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('volt', 'PHYSICS_ENTITY'), ('potential', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
7. The system's ability to store an electric charge per unit of voltage is known as capacitance.,correct,"[('system', 'PHYSICS_ENTITY'), ('capacitance', 'PHYSICS_ENTITY')]"
"8. One of the properties of a system is its capacitance, which is the ability to store charge per voltage unit.",correct,"[('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('capacitance', 'PHYSICS_ENTITY')]"
9. Capacitance is a term that refers to the charge storage capacity of a system per unit voltage.,correct,"[('Capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('capacity', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY')]"
10. Capacitance is a property that defines a system's ability to hold charge per unit voltage.,correct,"[('Capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY')]"
11. A system's charge storage potential per unit voltage is its capacitance.,correct,"[('A', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('potential', 'PHYSICS_ENTITY'), ('capacitance', 'PHYSICS_ENTITY')]"
12. The ability to store charge per unit voltage in a system is termed as capacitance.,correct,"[('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('capacitance', 'PHYSICS_ENTITY')]"
13. The measure of a system's capacity to store electric charge per unit voltage is capacitance.,correct,"[('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('capacity', 'PHYSICS_ENTITY'), ('capacitance', 'PHYSICS_ENTITY')]"
"14. When a system can store charge per unit voltage, it is said to have capacitance.",correct,"[('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('capacitance', 'PHYSICS_ENTITY')]"
15. Capacitance is a parameter that quantifies a system's ability to store charge per voltage unit.,correct,"[('Capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY')]"
16. The term capacitance relates to the ability of a system to store charge per unit voltage.,correct,"[('capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY')]"
17. Capacitance quantifies the potential of a system to store charge per unit voltage.,correct,"[('Capacitance', 'PHYSICS_ENTITY'), ('potential', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY')]"
18. The ability of a system to store charge for each unit of voltage is known as capacitance.,correct,"[('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('capacitance', 'PHYSICS_ENTITY')]"
19. Capacitance measures a system's capacity for storing charge per unit voltage.,correct,"[('Capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('capacity', 'PHYSICS_ENTITY')]"
20. Capacitance is a characteristic that measures a system's potential to store charge per unit voltage.,correct,"[('Capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('potential', 'PHYSICS_ENTITY')]"
21. A system's ability to store energy in an electric field per unit voltage is called capacitance.,correct,"[('A', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('energy', 'PHYSICS_ENTITY'), ('capacitance', 'PHYSICS_ENTITY')]"
22. Capacitance is the term used to define a system's ability to store charge per unit voltage.,correct,"[('Capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY')]"
23. The capacitance of a system quantifies its ability to store charge per unit voltage.,correct,"[('capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY')]"
24. The term capacitance describes a system's capacity to store electrical charge per voltage unit.,correct,"[('capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY'), ('capacity', 'PHYSICS_ENTITY')]"
25. Capacitance is the property of a system that enables it to store an electrical charge per unit voltage.,correct,"[('Capacitance', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('system', 'PHYSICS_ENTITY')]"
